col_value^cnt^col_name
03/01/2016^12217^issue_date
03/23/2016^13856^issue_date
03/28/2016^12505^issue_date
03/06/2016^3620^issue_date
03/14/2016^9951^issue_date
03/11/2016^11963^issue_date
03/02/2016^11040^issue_date
03/09/2016^11537^issue_date
03/08/2016^12966^issue_date
03/31/2016^16552^issue_date
03/10/2016^12973^issue_date
03/29/2016^14858^issue_date
03/12/2016^7494^issue_date
03/26/2016^8023^issue_date
03/25/2016^10029^issue_date
03/27/2016^3210^issue_date
03/24/2016^13104^issue_date
03/04/2016^8773^issue_date
03/05/2016^7030^issue_date
03/30/2016^14526^issue_date
03/18/2016^13058^issue_date
03/19/2016^7541^issue_date
03/03/2016^11550^issue_date
03/22/2016^14197^issue_date
03/15/2016^12916^issue_date
03/21/2016^10816^issue_date
03/07/2016^11587^issue_date
03/17/2016^12917^issue_date
03/20/2016^3263^issue_date
03/16/2016^12397^issue_date
03/13/2016^3161^issue_date
