col_value^cnt^col_name
07/23/2015^1^judgment_entry_date
08/04/2016^1180^judgment_entry_date
07/30/2015^3^judgment_entry_date
07/14/2016^20017^judgment_entry_date
10/27/2016^67^judgment_entry_date
^184820^judgment_entry_date
08/06/2015^2^judgment_entry_date
06/09/2016^6179^judgment_entry_date
07/16/2015^1^judgment_entry_date
06/16/2016^14626^judgment_entry_date
10/13/2016^147^judgment_entry_date
07/21/2016^4975^judgment_entry_date
07/09/2015^3^judgment_entry_date
09/15/2016^700^judgment_entry_date
09/01/2016^1411^judgment_entry_date
08/18/2016^1547^judgment_entry_date
11/10/2016^68^judgment_entry_date
11/03/2016^94^judgment_entry_date
05/19/2016^1181^judgment_entry_date
07/02/2015^2^judgment_entry_date
07/07/2016^23051^judgment_entry_date
05/26/2016^5361^judgment_entry_date
06/23/2016^25556^judgment_entry_date
07/28/2016^1635^judgment_entry_date
06/30/2016^23428^judgment_entry_date
08/11/2016^1421^judgment_entry_date
10/20/2016^122^judgment_entry_date
09/22/2016^414^judgment_entry_date
09/29/2016^222^judgment_entry_date
11/17/2016^44^judgment_entry_date
06/02/2016^8344^judgment_entry_date
09/08/2016^1038^judgment_entry_date
10/06/2016^188^judgment_entry_date
08/25/2016^1782^judgment_entry_date
