col_value^cnt^col_name
FCN5950^1^plate
CBU7957^1^plate
FWM4438^3^plate
15655MH^1^plate
8CE6650^1^plate
XDJP95^2^plate
2336794^6^plate
ERZ9631^1^plate
GWH8612^5^plate
GGY4478^1^plate
85143JU^6^plate
GXX9612^3^plate
12934PC^3^plate
HCM5598^1^plate
AP123G^4^plate
T646929C^1^plate
9BW4361^1^plate
JHA3715^1^plate
GVK5322^1^plate
792473N^1^plate
GTZ3429^4^plate
75006LA^1^plate
51376BA^12^plate
JXH8948^2^plate
FDZ6114^2^plate
7390LK^1^plate
GNE7641^3^plate
GKJ3196^2^plate
HCT2162^4^plate
JKX3874^2^plate
23837LV^3^plate
24534MH^1^plate
48354MG^3^plate
SR33OK^1^plate
EJL7373^6^plate
FGF1887^1^plate
GDV6056^3^plate
HAX7497^1^plate
VBU9385^7^plate
GTZ3458^4^plate
T682962C^2^plate
EPR5105^1^plate
GZR2645^2^plate
GNR5473^2^plate
ABX1739^1^plate
MAGUJ0DE^1^plate
WXB7479^5^plate
JSB3116^1^plate
26333MH^9^plate
8H27D^1^plate
JDA2966^2^plate
GRJ7269^1^plate
R405643^1^plate
BE40163^1^plate
ZHJ1265^1^plate
GMB9512^2^plate
GFC7118^3^plate
DFX6283^2^plate
C18SAK^1^plate
EPS9171^1^plate
T647958C^2^plate
GUX8085^1^plate
FFN6834^1^plate
2257367^2^plate
HCP5695^1^plate
WLN69V^1^plate
T662551C^1^plate
GZC3304^3^plate
7CB1218^3^plate
HFA1602^3^plate
57121JZ^1^plate
VGC3314^1^plate
EHL9091^2^plate
FXV8986^1^plate
GSR9997^1^plate
XW471G^4^plate
GKP9900^2^plate
20983ME^17^plate
6148MH^2^plate
FYS8604^2^plate
GRZ9143^1^plate
FBF5464^1^plate
OL1085J^1^plate
HCN8863^2^plate
GXN8364^2^plate
GXM6740^3^plate
HBU4498^1^plate
WNN2465^2^plate
T68FJF^1^plate
HBU1113^1^plate
GZK1338^8^plate
FPY6026^1^plate
JWT379^1^plate
7CC8659^2^plate
HAY6630^2^plate
0XX5793^2^plate
AM436F^1^plate
PT3739R^3^plate
31644ME^3^plate
JND1952^1^plate
HCZ3043^1^plate
JAA566^1^plate
94SR91^2^plate
GZD4081^2^plate
GFD5958^1^plate
6945B4^1^plate
GPY4992^1^plate
J1OGCA^1^plate
ESX3449^1^plate
15140068^1^plate
040CCD^2^plate
E66FNH^1^plate
4G41A^2^plate
AK549X^1^plate
ZHC52Z^4^plate
M38GCS^4^plate
JKX6454^2^plate
BRP2826^1^plate
GSB5332^1^plate
7623MD^1^plate
GEHC73^1^plate
GKM3801^1^plate
VHW474^1^plate
FBA3695^2^plate
GTL8844^1^plate
GWN3970^1^plate
JXR2123^4^plate
GXN4591^3^plate
GRH7911^1^plate
68171ON^1^plate
JLZ2487^2^plate
GZY2823^1^plate
FWM6009^1^plate
GPD57705^1^plate
GXH9795^1^plate
FBX7180^1^plate
HAV1417^4^plate
BG40519^2^plate
771ZH8^1^plate
EVRB25^1^plate
AW65305^1^plate
GXB1907^16^plate
12384MG^1^plate
83523MH^1^plate
90783^26^plate
HCN5645^1^plate
GTT2318^2^plate
T9622^2^plate
32446MH^1^plate
DFH7471^2^plate
22080MD^2^plate
327ZV5^1^plate
453FN4^1^plate
2NN797^1^plate
611614^1^plate
VAU6742^2^plate
DG20663^1^plate
GCR3694^1^plate
GKU7368^1^plate
HBA1561^2^plate
N60EXH^1^plate
3J93C^1^plate
HG46122^1^plate
1AVJG6^1^plate
GZH8776^1^plate
VKD5120^11^plate
GZM2295^1^plate
AS266G^1^plate
HES5080^4^plate
