col_value^cnt^col_name
EAST AVENUE^17^street_name
E TREMONT AVENUE^1^street_name
N/S REMSER ST^1^street_name
BRADDOCK AVE^3^street_name
EAST BAINBRIDGE ROAD^1^street_name
B 116 ST^20^street_name
CHISOLM ST^1^street_name
WESTCHESTER SQUARE^6^street_name
LIBERTY^4^street_name
WEST 35 ST^6^street_name
S/W C/O 2W 259 ST^1^street_name
111 ST^25^street_name
C/O BANGOR ST^1^street_name
GORSLINE ST^1^street_name
PAULDING AVE^18^street_name
WILLIAMSBRIGE RD^1^street_name
S/E C/O ANDROVETTE A^1^street_name
HALL OF FAME TERRACE^5^street_name
LAUREL HILL TERR^3^street_name
NOSTRAND^10^street_name
PIKE ST^342^street_name
INDIAN ROAD^1^street_name
W/S UNIVERSITY AVE^1^street_name
C/O PAULDINY^1^street_name
75TH AVE^1^street_name
BARRETTO STREET^15^street_name
N/E C/O E 179 ST^1^street_name
150th St^505^street_name
Barnett Ave^36^street_name
Corporal Kennedy St^10^street_name
Tenbroeck Ave^46^street_name
Bedell St^55^street_name
Otto Rd^23^street_name
Whitestone Expy^14^street_name
Bedford Park Blvd^335^street_name
Kingsland Ave^66^street_name
Hollywood Ave^34^street_name
Gifford Ave^16^street_name
Inwood Ave^94^street_name
W 27th St^1242^street_name
W 57th St^708^street_name
E 44th St^549^street_name
245th St^27^street_name
E 111th St^140^street_name
W 147th St^139^street_name
Desmond Ct^32^street_name
Beach 91st St^10^street_name
Stanwich St^1^street_name
N Burgher Ave^7^street_name
Barrett Ave^2^street_name
W Farms Rd^2^street_name
Bay 10th St^8^street_name
C/O ROSEDALE^1^street_name
W 19TH ST^4^street_name
RUTLAND^2^street_name
S/W C/O 4TH AVE^1^street_name
AUGUSTINA AVE^1^street_name
STRAG AVE^1^street_name
N/E C/O E 222 ST^1^street_name
WEST 176 ST^2^street_name
C/O HOTFIELD PL^1^street_name
NORMAN ST^3^street_name
C/O ONDERDONK^1^street_name
E/S BARRY STREET^1^street_name
EAST 185TH ST^1^street_name
E 212 ST^1^street_name
WEST 6TH STREET^1^street_name
C/O 243 ST^3^street_name
B.163 ST^1^street_name
WAVERLY ST^1^street_name
S/S BAY STREET^1^street_name
Melvin Ave^1^street_name
Sinclair Ave^1^street_name
McLaughlin St^2^street_name
STUART AVE^1^street_name
S/E C/O PALISADE AVE^2^street_name
ST EDWARDS STREET^2^street_name
MONTROSE ST^1^street_name
SHEPHERD AVE^8^street_name
HENLY RD^1^street_name
CANAL PL^1^street_name
GEORGE ST^3^street_name
C/O OLMSTEAD^1^street_name
N/E C/O MILLER PL^1^street_name
W/S CROSS BRONX EXPW^2^street_name
E 96 T^1^street_name
S/S SHEEPSHEAD BAY^2^street_name
HENDERIX ST^1^street_name
N/W C/O 86 AVE^2^street_name
127 AVE^2^street_name
C/O POPHAM^1^street_name
N/E C/O WASHIGTON AV^1^street_name
W/S ALABAMA AVE^2^street_name
E/S E 8 ST^1^street_name
BEDFORD  PK BLVD^1^street_name
Irvine St^1^street_name
C/O SEDGEWICK^1^street_name
OVERING STREET^1^street_name
SEAGRIT BLVD^1^street_name
BECKMAN ST^2^street_name
WEST 85 ST^3^street_name
B 108 STREET^1^street_name
C/O SEABURY PL^1^street_name
S/S W 52 ST^1^street_name
S/B CADMAN PL W^1^street_name
2ND AVENYE^1^street_name
NW C/O 95 AVE^1^street_name
W/S BAY ST^1^street_name
MOFFAT STREET^3^street_name
H GRAND ST^1^street_name
130th Rd^1^street_name
N OXFORD ST^1^street_name
NB MCGUINNESS BLVD @^1423^street_name
SB FRANCIS LEWIS BLV^2078^street_name
SB KATONAH AV. E240^5^street_name
SB PARSONS BV 85 AV^3^street_name
S CONDUIT AVE (E/B)^248^street_name
SB NOSTRAND AVE @ LI^763^street_name
C/O WEST ST^2^street_name
E 20TH ST^7^street_name
CENTRAL PARK WEST^166^street_name
EAST 2ND ST^8^street_name
SUNKEN MEADOW^1^street_name
W174TH STREET^1^street_name
LENOX ROAD^4^street_name
FIELDSTONE RD^2^street_name
S/S GRANT AVE^1^street_name
E 172 ST^21^street_name
DIKEMAN ST^3^street_name
SW C/O 6 AVE^1^street_name
LGA TERMINAL C ARRIV^4^street_name
E 207 ST^3^street_name
FIELDSTON RD^1^street_name
S/S MARNE AVE^1^street_name
E/S WHITTIER ST^11^street_name
NOELL AVE^1^street_name
PARSONS^2^street_name
84 DR^8^street_name
WEST 57 ST^8^street_name
SENATOR STREET^6^street_name
76TH ST^5^street_name
63RD ST^4^street_name
16TH STREET^2^street_name
BEACH 22^1^street_name
N/E C/O 215 PL^1^street_name
W 88TH^1^street_name
E 907 ST^1^street_name
WATON  AVE^1^street_name
31st St^1377^street_name
47th St^756^street_name
117th St^146^street_name
Longwood Ave^44^street_name
E 167th St^445^street_name
Roberts Ave^79^street_name
Library Ave^2^street_name
Havemeyer St^435^street_name
Woodycrest Ave^64^street_name
Brookhaven Ave^6^street_name
Wadsworth Ave^130^street_name
W 155th St^155^street_name
66th Ave^143^street_name
Cliff St^38^street_name
Rector St^115^street_name
Benziger Ave^10^street_name
Eddy St^7^street_name
Miller Pl^6^street_name
Dumont Ave^27^street_name
Parrott Pl^7^street_name
141st Ave^10^street_name
Lewiston St^2^street_name
ELGRANT HWY^1^street_name
WAVERLY PL^13^street_name
W 214TH ST^1^street_name
228 STREET^4^street_name
14828 88NIAVC^1^street_name
N/E C/O 166 ST^1^street_name
S/S BRIGHTON BEACH A^1^street_name
BRIGHTON BCH AVE^2^street_name
W 24^4^street_name
W 72^12^street_name
S/W C/O 149 AVE^2^street_name
SICKLES AVE^1^street_name
W 72ND STREET^3^street_name
S/B 84^1^street_name
C/O 146 ST^1^street_name
EAST 236 STREET^1^street_name
RIVERDALE AVENUE^1^street_name
C/O BRISTOL ST^1^street_name
30 RD^2^street_name
EAST 93RD STREET^3^street_name
N/W C/O 228 ST^1^street_name
FT HAMILTON AVE^2^street_name
N/E C/O OF 150 ST^1^street_name
E 173 RD ST^1^street_name
N/S EAST 173 STREET^1^street_name
EAST BAY AVENUE^9^street_name
Clark Pl^1^street_name
Hanson Ct^1^street_name
MERMAD^1^street_name
C/O 5 AVE^1^street_name
S/W C/O E 81 ST^2^street_name
W 77TH ST^1^street_name
E 9^3^street_name
SIDE OF 361^1^street_name
STANFORD ST^1^street_name
E 216TH STREET^1^street_name
BROWN AVE^1^street_name
ESPONNADL^1^street_name
C/O AVE D^1^street_name
GREENE STREET^4^street_name
FARRINGTON ST+^1^street_name
GALE PLACE^1^street_name
C/O MONTAUK ST^3^street_name
RICHMOND TER^1^street_name
GREENE  STY^1^street_name
EAST 215 ST^1^street_name
NEW LOTTS AVE^1^street_name
NUSEROLE ST^1^street_name
C/O MADISON AVE^2^street_name
W 39 STREET^5^street_name
TEBN EYRK ST^1^street_name
C/O EAST 15^1^street_name
N/W C/O E 65 ST^1^street_name
MERRY ST^1^street_name
NB BUSHWICK AV. JOHN^1^street_name
W 40TH ST^5^street_name
CASTLETON AVE^10^street_name
N/S W 28^2^street_name
N/S PLEASANT  PL^1^street_name
PARKER^3^street_name
C/O WESTCHESTER AVE^3^street_name
23 AVENUE^3^street_name
CENTRAL PARK AVE^2^street_name
S/O 1534 SHORE BLVD^1^street_name
C/O EAST 53 ST^1^street_name
JENNINGS ST^6^street_name
E 173 ST^12^street_name
BAY 11TH STREET^1^street_name
W 82ND ST^5^street_name
66 AVE^15^street_name
67 AVE^29^street_name
OSBORN^1^street_name
STEINWAY STREET^15^street_name
C/O POWELL ST^1^street_name
EDSON^2^street_name
BRADY AVE^5^street_name
115 AVE^6^street_name
N/E C/O 134 ST^1^street_name
SCHENCK AVE^12^street_name
37TH ROAD^1^street_name
JEFFERSON STREET^5^street_name
GIVAN AVENUE^2^street_name
FULTON^13^street_name
E 166TH STREET^1^street_name
S/S E 108^1^street_name
EAST 99 STREET^6^street_name
4TH AVENUE^34^street_name
WAKEMAN PLACE^2^street_name
N/E C/O BOWNE ST^1^street_name
W 70 ST^10^street_name
E 235 STREET^3^street_name
EAST 137 STREET^3^street_name
31st Ave^664^street_name
97th St^357^street_name
223rd Pl^13^street_name
Richmond St^13^street_name
Locust Ave^45^street_name
Cortelyou Rd^537^street_name
Knapp St^26^street_name
Bolton Ave^47^street_name
Bay 46th St^3^street_name
Ford St^16^street_name
Marathon Pky^15^street_name
Baisley Blvd^57^street_name
Woodrow Rd^5^street_name
Devon Loop^1^street_name
Hanover St^83^street_name
Mill St^4^street_name
Delancey Pl^2^street_name
Parkville Ave^16^street_name
Nameoke St^8^street_name
Furmanville Ave^5^street_name
Beach 120th St^4^street_name
Auburn Pl^2^street_name
SIDE OF 462 1 AVE^1^street_name
ORCHARD BEACH RD^1^street_name
E 82^1^street_name
WEST 92 ST^2^street_name
KENILWOTH DR^1^street_name
WEIRFIELD CT^1^street_name
60 DR^3^street_name
N/W C/O 210 ST^1^street_name
N/E C/O E 172 ST^1^street_name
WEST 188 ST^2^street_name
ROCKWAY AVE^1^street_name
W 54TH ST^13^street_name
YELLOWSTONE BLV^1^street_name
N/W C/O BRONX PARK^1^street_name
S/S W 89^3^street_name
NORTHERN BLVD (E/B)^1499^street_name
Winfield Ave^1^street_name
Arcadia Pl^1^street_name
Flatlands 7th St^2^street_name
DYRE AVE^2^street_name
Homestead Ave^1^street_name
Beach 104th St^1^street_name
Shepard Ave^1^street_name
N/E C/O 19TH ST^1^street_name
NEW HAVEN AVE^3^street_name
S/S W 77 ST^1^street_name
E 6 ST^13^street_name
GADSON PLC^1^street_name
GALE PL^2^street_name
BEACH 28TH STREET^1^street_name
N/E C/O SOUHTERN BLV^1^street_name
E/S LINCOLN AVE^2^street_name
N/EC/O 85 RD^1^street_name
C/O E 131^1^street_name
E.118 ST^1^street_name
N PORTLAND AV^1^street_name
N/S GREEN AVE^1^street_name
S/S 108 ST^1^street_name
SMITH ST / PIER 15^1^street_name
TEVNISEN AVE^1^street_name
MIDDLE TOWN RD^1^street_name
W 80TH ST^3^street_name
C/O 115 STREET^1^street_name
REMINGTON^1^street_name
WASHIGNTON ST^1^street_name
INDALE AVE^1^street_name
MACKAY PL^1^street_name
N/S W 48 ST^2^street_name
WEST 120HT STREET^1^street_name
W/S I/O 3 AVE^1^street_name
CHAMBER ST^1^street_name
C/O SUYDAM^1^street_name
I/S MERTO NORTH^1^street_name
BEACH 43 ST^1^street_name
N/WC/O ATLANTIC AVE^1^street_name
SB 2ND AVE @ E 57TH^123^street_name
NB WILLIS AV. E136 S^3^street_name
EAST 31 ST STREET^2^street_name
EAST 18 ST^3^street_name
DYCKMAN^29^street_name
CLARENOON^1^street_name
BEACH 27TH STREET^7^street_name
MACDOUGAL ST^10^street_name
W 111 ST^28^street_name
C/O ST GERRGES^1^street_name
CASTLE HILL AVE^50^street_name
46TH RD^1^street_name
E 3RD ST^11^street_name
E 2^2^street_name
BEACH 20TH STREET^6^street_name
WEA^16^street_name
71ST ST^10^street_name
AVENUE X^12^street_name
TROUTMAN ST^80^street_name
97 STREET^7^street_name
TILLOTSON AVE^6^street_name
E 209 ST^2^street_name
C/O METROPOLITAN AVE^1^street_name
EAST 278 STREET^1^street_name
BRUNER^1^street_name
B 102 ST^6^street_name
BROADAY^2^street_name
HARRISON AV^4^street_name
13TH AVE^42^street_name
10TH^2^street_name
RUGBY RD^9^street_name
N/S SULLIVAN PL^1^street_name
CHARLTON STREET^3^street_name
43 RD ST^1^street_name
EAST 103 STREET^3^street_name
FIFTH AVENUE^11^street_name
EAST 56TH ST^1^street_name
ESPLANDE AVE^1^street_name
ANDEWS AVE^1^street_name
S/W C/O 65 ST^1^street_name
Maple Ave^216^street_name
1st St^141^street_name
Review Ave^53^street_name
Waldron St^21^street_name
Pitkin Ave^340^street_name
Claver Pl^10^street_name
E 19th St^1020^street_name
Varet St^118^street_name
Monitor St^49^street_name
82nd Rd^128^street_name
Melbourne Ave^327^street_name
Bank St^80^street_name
Regent Pl^38^street_name
Laight St^180^street_name
Dooley St^7^street_name
N Railroad Ave^15^street_name
Mazeau St^7^street_name
Lovingham Pl^7^street_name
Grand Central Pkwy S^41^street_name
W 146th St^100^street_name
17TH AVE^10^street_name
ADARIAN AVE^1^street_name
MAIDEN AVE^1^street_name
E/B BARNETT AVE^1^street_name
OTREGO ST^1^street_name
SOUTH SIDE BORDEN AV^1^street_name
STERINWAY^1^street_name
S/W CORNER 62 AVE^1^street_name
BRYANT PARK^7^street_name
E 149TH^1^street_name
BARUCH PL^1^street_name
E 132 STREET^2^street_name
W/S IRVING PL^1^street_name
BEACH 129 ST^1^street_name
E 176TH ST^1^street_name
WEST 88 STREET^2^street_name
BRIGHTON 12TH STREET^1^street_name
FLATLANDS 9 ST^1^street_name
HICKSVILLE RD^1^street_name
C/O E 211^1^street_name
E 188 STREET^1^street_name
WASHINGTON  AVE^1^street_name
VANDERVOOT^1^street_name
Elk St^2^street_name
Lloyd Rd^2^street_name
Rawlins Ave^1^street_name
Dutch St^5^street_name
BAILEY STOKES PLACE^1^street_name
EDGECOMBE AVENUE^1^street_name
NASSAU STREET^3^street_name
W 49ST^1^street_name
S/E C/O OF JUMEL TER^1^street_name
CONOVER ST^1^street_name
SHALE STREET^1^street_name
CLOVE ROAD^2^street_name
C/O 212 ST^2^street_name
C/O 125 STREET^2^street_name
C/O 76 ST^1^street_name
WEST 39TH ST^1^street_name
S/E C/O B 67^1^street_name
BRADY^1^street_name
ES 98 ST^1^street_name
C/O 73RD^1^street_name
PEARTREE AVENUE^2^street_name
VANDERVEER ST^3^street_name
STIOCKHOLM ST^1^street_name
Case Ave^1^street_name
Ralph Pl^1^street_name
C/O BEACH AVE^1^street_name
C/O W 167 ST^1^street_name
W 71ST STREET^1^street_name
N/S W 132 ST^1^street_name
HALSET  ST^1^street_name
N/W C/O 116 AVE^4^street_name
SKILLMAN^4^street_name
EAST 147 STREET^1^street_name
HAWTHORNE  ST^1^street_name
REDFEIN AVE^1^street_name
BENJAMIN DR^1^street_name
GANEVOORT BLVD^1^street_name
LIVIGNSTON ST^1^street_name
S/E C/O STONTON^1^street_name
ST MARKS ST^1^street_name
83 PL^1^street_name
N/O PARK AVE^1^street_name
SW C/O 146 ST^1^street_name
N/S W/O BLAKE AVE^1^street_name
A CADMAN PL E^4^street_name
HART^1^street_name
NEW JERSEY^1^street_name
WILDGES AVE^1^street_name
NB AMSTERDAM AV W64^72^street_name
WB MARSH AV. RCHMNDH^120^street_name
WB UNION TPK. 262 ST^686^street_name
WEST 23RD STREET^1^street_name
THROOP AVE^43^street_name
157TH ST^3^street_name
53 ST^37^street_name
COLLEGE POINT BLVD^18^street_name
E 184TH STREET^3^street_name
83RD AVENUE^1^street_name
W 118 ST^14^street_name
E 52 STR^1^street_name
E 136 ST^13^street_name
CURTIS ST^1^street_name
113 STREET^2^street_name
E 123 ST^3^street_name
CHESTER CT^2^street_name
MADONNA ST^1^street_name
100 ST^32^street_name
HAWLAND AVENUE^1^street_name
FEATHERBED LN^7^street_name
AUTUMN AVE^14^street_name
HOYT AVE NORTH^4^street_name
EAST 229 STREET^6^street_name
EAST KINGBRIDGE RD^1^street_name
WEST 57TH ST^4^street_name
E 85TH ST^6^street_name
E 65 ST^8^street_name
BRIGHTON 11 ST^19^street_name
CLARKSON^4^street_name
WEST 104 ST^5^street_name
ELSMERE PLACE^1^street_name
C/O RESERVIOR OVAL^1^street_name
Newtown Ave^251^street_name
29th St^584^street_name
134th St^173^street_name
232nd St^37^street_name
168th Pl^181^street_name
Thwaites Pl^19^street_name
E 132nd St^57^street_name
E 148th St^78^street_name
Bay 25th St^40^street_name
Lynch St^136^street_name
Amethyst St^21^street_name
Dean Ave^6^street_name
141st Rd^4^street_name
W 1st St^70^street_name
Gelston Ave^106^street_name
Elmira Loop^11^street_name
Cadman Plaza West^121^street_name
Hoffman Dr^8^street_name
Beach 118th St^10^street_name
Lyndale Ave^2^street_name
Logan St^25^street_name
163rd Ave^11^street_name
Rockaway Fwy^3^street_name
Oak Ave^11^street_name
Bidwell Ave^4^street_name
Coleman Sq^13^street_name
WEST 141ST STREET^1^street_name
49TH AVENUE LIC^1^street_name
116 ST^3^street_name
148 RD^2^street_name
257 ST^2^street_name
C/O 137 AVE^1^street_name
BORDEN AVE^9^street_name
SMYNRA^1^street_name
WHITNEY AVENUE^1^street_name
MURREY ST^1^street_name
LIVER POOL^2^street_name
TRYON AVE^1^street_name
E MOSHOLU PKWY S^2^street_name
4TH^8^street_name
NW CRNR 62 ST^1^street_name
BATH  AVE^1^street_name
E 10TH ST^12^street_name
N/S RESERVOIR AVE^3^street_name
Radio Dr^2^street_name
N/S 30TH ST^1^street_name
R/O 400 E 30TH ST^1^street_name
WEST 219 STREET^3^street_name
B 16 AVE^1^street_name
EVERDELL AVE^2^street_name
N/E C/O ATLANTIC AVE^2^street_name
GRANDA AVE^1^street_name
DUMONT AV^1^street_name
C/O CLERMONT^1^street_name
EAST 20 STREET^7^street_name
W 8 TH ST^1^street_name
ROCKEFELLER^1^street_name
DUNPONT ST^1^street_name
ON WS 97 ST^1^street_name
C/O  137 AVE^1^street_name
PUTNAM ST^2^street_name
C/O 121 ST^1^street_name
N/E C/O MADISON AVE^1^street_name
E/S 13 ST^1^street_name
BOWLES AV^1^street_name
C/O TENNY PL^1^street_name
24 AVENUE^1^street_name
QUINTA RD^1^street_name
50 TH ST^1^street_name
METRO TECH CENTER^1^street_name
EAST 58TH ST^1^street_name
BRADDOCK^1^street_name
LINDEN AV^1^street_name
REAR OF 335 E 112 ST^1^street_name
C/O WILLOUGHBY AVE^1^street_name
HARTFORD AVE^1^street_name
N/S OF W 43 ST^1^street_name
WB 125TH ST @ ST NIC^279^street_name
CROSS BRONX EXPWY (W^202^street_name
W 125^19^street_name
EAST 24 ST^4^street_name
VLEIGH PL^3^street_name
N/S 49 ST^2^street_name
C/O EAST 157 ST^1^street_name
OACKLEY AVE^1^street_name
BERKELY PL^2^street_name
AVE L^56^street_name
SEAGIRT BLVD^16^street_name
S/B CORNER OF HAMILT^1^street_name
CORPORAL KENNEDEY ST^1^street_name
S/W/C HORACE HARDING^1^street_name
ANDROVETTE AVE^5^street_name
MAROLLA AVE^1^street_name
229TH^1^street_name
N/W C/O WARING AVE^1^street_name
BEACH 65 ST^1^street_name
EUCLID AVENUE^1^street_name
E 45TH ST^6^street_name
BURTOW AVENUE^1^street_name
ADA DR^6^street_name
OVERLOOK TERR^8^street_name
LENOX AVENUE^10^street_name
BOLTON AVE^2^street_name
C/O E 172^1^street_name
WEST 70TH ST^1^street_name
MARLBOROGUH RD^1^street_name
GREENE AVENUE^3^street_name
N/E C/O 98 ST^1^street_name
243RD ST^2^street_name
JAMAICA AV^13^street_name
CEDAR^3^street_name
Whitney Ave^128^street_name
62nd Ave^87^street_name
E 79th St^533^street_name
Pelham  Pkwy North^75^street_name
Macon St^148^street_name
Tompkins Ave^87^street_name
Ten Eyck St^76^street_name
Arion Pl^15^street_name
Porter Ave^16^street_name
Bushwick Pl^20^street_name
Lasalle Ave^16^street_name
Scott Pl^17^street_name
176th St^46^street_name
Gordon St^18^street_name
Riedel Ave^1^street_name
Walden Ave^1^street_name
Lamport Pl^15^street_name
Seeley St^25^street_name
Fitchett St^7^street_name
Sackman St^35^street_name
Aster Ct^1^street_name
Will Pl^1^street_name
Bay 20th St^18^street_name
138th Rd^2^street_name
Lewis Pl^3^street_name
Sharrott Ave^1^street_name
MT HOPE PLC^1^street_name
WEST 144TH ST^1^street_name
W 173^2^street_name
ROOSEVELT AV^4^street_name
EAST 8^1^street_name
E 98TH STREET^2^street_name
C/O 81 AVE^1^street_name
135 DRIVE^1^street_name
C/O 28^1^street_name
KATAN AVE^1^street_name
XENIA ST^3^street_name
STANTON ST^41^street_name
CONNER STREET^1^street_name
WEST BRIGHTON^1^street_name
CLARENDON^4^street_name
E 111 STREETY^1^street_name
E/S RIVERSIDE DR^1^street_name
N/E C/O E 123 ST^1^street_name
WEST 201TH STREET^3^street_name
Cayuga Ave^3^street_name
Strawberry Ln^2^street_name
127th Pl^1^street_name
MURRAY^3^street_name
JEROMEA VE^1^street_name
WEST 176^1^street_name
W 137TH STREET^1^street_name
BROADWAY BROOKLYN NY^5^street_name
KINGSLANDA VE^1^street_name
ADAM CLYTON POWELL B^1^street_name
NELSON  AVE^1^street_name
S/W C/O PARKSIDE^1^street_name
CORNIELIA ST^1^street_name
E.95TH STREET^3^street_name
SAGAMORE AVE^1^street_name
N/E C/O 7 ST^1^street_name
HUDSON AVE^2^street_name
JAY  ST^1^street_name
BEACH 29 ST^1^street_name
QUINCY AVE^1^street_name
JEFFERSON PLACE^2^street_name
N/E C//O DEGRAW ST^1^street_name
CLALFIN^1^street_name
C/O SPRINGFIELD BLVD^1^street_name
C/O 232 ST^1^street_name
WINCHESTER^1^street_name
N/E C/O 82 STREET^1^street_name
