col_value^cnt^col_name
0840P^248^violation_time
0756A^677^violation_time
0449P^776^violation_time
1142P^70^violation_time
0030P^2^violation_time
0448A^38^violation_time
0713A^843^violation_time
1027A^1466^violation_time
1024A^1514^violation_time
0126A^105^violation_time
0004A^35^violation_time
0911P^192^violation_time
0525P^745^violation_time
1010P^182^violation_time
0519P^702^violation_time
0435P^997^violation_time
0831A^1007^violation_time
0135P^1783^violation_time
0113A^147^violation_time
1042A^1500^violation_time
1119P^97^violation_time
062*A^1^violation_time
0840A^2235^violation_time
0626P^394^violation_time
0706A^1356^violation_time
0905A^1493^violation_time
0540P^698^violation_time
0240P^1593^violation_time
0404A^25^violation_time
0914P^183^violation_time
0154P^1580^violation_time
0648P^248^violation_time
1109P^139^violation_time
0944P^164^violation_time
0128P^1784^violation_time
054 P^1^violation_time
1204P^1594^violation_time
1152P^68^violation_time
0319P^1173^violation_time
1027P^134^violation_time
1046A^1449^violation_time
1052A^1395^violation_time
1054A^1361^violation_time
0855A^1603^violation_time
0102P^1759^violation_time
0721A^813^violation_time
0245P^1425^violation_time
0313A^128^violation_time
0328A^79^violation_time
0536P^663^violation_time
0853A^1504^violation_time
1229P^1366^violation_time
1233A^47^violation_time
0000P^6^violation_time
1026A^1481^violation_time
1204A^42^violation_time
0315P^1312^violation_time
1203P^1639^violation_time
0725P^131^violation_time
1043P^133^violation_time
0728P^76^violation_time
0142A^114^violation_time
1031P^105^violation_time
0236A^123^violation_time
1136P^72^violation_time
0009A^115^violation_time
0656P^198^violation_time
1209P^1614^violation_time
0742A^1186^violation_time
0341P^891^violation_time
0255A^148^violation_time
0243A^100^violation_time
1148A^2079^violation_time
0805P^155^violation_time
1020A^1690^violation_time
0119A^99^violation_time
0719P^76^violation_time
0527P^646^violation_time
0414P^1064^violation_time
0144P^1643^violation_time
0010A^119^violation_time
0501A^37^violation_time
1016A^1638^violation_time
0658A^320^violation_time
0703P^79^violation_time
0655A^404^violation_time
0623A^326^violation_time
1028A^1447^violation_time
0434A^26^violation_time
0550A^252^violation_time
0705A^423^violation_time
1118A^1741^violation_time
0452P^816^violation_time
0416P^1022^violation_time
0902P^179^violation_time
0141A^114^violation_time
1124P^91^violation_time
0344A^42^violation_time
0445A^85^violation_time
1158A^1747^violation_time
1125A^1623^violation_time
0931A^1400^violation_time
0757A^679^violation_time
0217A^97^violation_time
0907P^200^violation_time
0712P^101^violation_time
1251P^1567^violation_time
0116A^122^violation_time
1102P^100^violation_time
0235P^1481^violation_time
0907A^1904^violation_time
1049P^128^violation_time
1255P^1655^violation_time
0130P^1840^violation_time
1032P^129^violation_time
0406P^1386^violation_time
0339A^52^violation_time
1251A^42^violation_time
0420A^69^violation_time
0124P^1760^violation_time
0439P^865^violation_time
0718P^96^violation_time
0942A^1941^violation_time
0121A^104^violation_time
0621A^320^violation_time
0824P^161^violation_time
0745A^1167^violation_time
0111A^137^violation_time
0101A^111^violation_time
0130A^258^violation_time
0212P^1636^violation_time
0209A^101^violation_time
1254P^1647^violation_time
1137A^2236^violation_time
0315A^180^violation_time
1238A^47^violation_time
0654A^355^violation_time
1249P^1519^violation_time
0839P^164^violation_time
0351P^784^violation_time
0023A^98^violation_time
0838P^172^violation_time
1217A^45^violation_time
0352A^25^violation_time
0657P^174^violation_time
1038A^1426^violation_time
1220A^108^violation_time
0255P^1275^violation_time
1059A^1270^violation_time
0451P^817^violation_time
0532P^640^violation_time
0338A^65^violation_time
0037A^89^violation_time
0930P^239^violation_time
1230A^133^violation_time
0553A^237^violation_time
0227P^1493^violation_time
1023A^1579^violation_time
1007A^1777^violation_time
1102A^1424^violation_time
1025P^189^violation_time
0719A^774^violation_time
0148P^1655^violation_time
0443A^27^violation_time
0223P^1500^violation_time
1149P^53^violation_time
0709P^96^violation_time
0632A^333^violation_time
1049A^1334^violation_time
0440A^70^violation_time
0644A^386^violation_time
0857P^192^violation_time
1159P^68^violation_time
0159A^79^violation_time
1252A^54^violation_time
0142P^1674^violation_time
0127P^1678^violation_time
0321P^1136^violation_time
0451A^37^violation_time
0625A^328^violation_time
0449A^53^violation_time
0314A^149^violation_time
1216A^38^violation_time
0502P^773^violation_time
0423P^1018^violation_time
0327P^1002^violation_time
1051A^1405^violation_time
0117A^140^violation_time
1149A^1920^violation_time
0203A^96^violation_time
0716A^771^violation_time
0246A^89^violation_time
0223A^96^violation_time
0006A^82^violation_time
0316P^1251^violation_time
0927P^171^violation_time
0215P^1670^violation_time
0539P^604^violation_time
0232P^1409^violation_time
0320A^203^violation_time
0841P^183^violation_time
0137P^1655^violation_time
0053A^72^violation_time
053.A^1^violation_time
0815A^1632^violation_time
0815P^211^violation_time
0835P^230^violation_time
0738A^1260^violation_time
0702P^112^violation_time
1208A^36^violation_time
1225P^1525^violation_time
1136A^2850^violation_time
0307A^132^violation_time
1108A^1965^violation_time
0642A^323^violation_time
0606A^305^violation_time
0521P^657^violation_time
0754A^778^violation_time
1256A^48^violation_time
0539A^151^violation_time
0056A^71^violation_time
0635P^375^violation_time
0916P^178^violation_time
0346P^864^violation_time
1208P^1628^violation_time
0956P^118^violation_time
0925P^249^violation_time
0127A^142^violation_time
0227A^114^violation_time
0005A^44^violation_time
0056P^1^violation_time
1033A^1438^violation_time
0225A^161^violation_time
0846A^1797^violation_time
0855P^216^violation_time
0718A^769^violation_time
0828A^1054^violation_time
1044A^1456^violation_time
0338P^956^violation_time
0712A^877^violation_time
1227A^47^violation_time
0202P^1529^violation_time
0731A^622^violation_time
0149A^82^violation_time
1158P^76^violation_time
0121P^1732^violation_time
1014A^1574^violation_time
1019A^1564^violation_time
0230A^204^violation_time
0618P^480^violation_time
1111P^130^violation_time
0144A^108^violation_time
0429A^23^violation_time
0326A^93^violation_time
0203P^1625^violation_time
0133P^1678^violation_time
0617A^312^violation_time
0458A^52^violation_time
1115A^1920^violation_time
1225A^116^violation_time
0251P^1295^violation_time
0311A^113^violation_time
0843P^182^violation_time
0537A^135^violation_time
080+A^1^violation_time
0846P^197^violation_time
1005P^171^violation_time
0459P^736^violation_time
0750A^1101^violation_time
0441P^884^violation_time
0143P^1630^violation_time
0541P^559^violation_time
0148A^132^violation_time
0413A^26^violation_time
0327A^82^violation_time
1157P^74^violation_time
1008P^146^violation_time
0214P^1498^violation_time
0412P^1105^violation_time
0415A^79^violation_time
0123A^126^violation_time
0442P^855^violation_time
0829P^148^violation_time
0809A^1634^violation_time
0942P^174^violation_time
1045P^176^violation_time
0619A^324^violation_time
0934P^172^violation_time
0633P^342^violation_time
1031A^1470^violation_time
0854A^1499^violation_time
0233A^130^violation_time
0755P^128^violation_time
0515A^110^violation_time
1103A^1349^violation_time
0401A^29^violation_time
3741P^1^violation_time
0026A^102^violation_time
0511P^769^violation_time
0429P^980^violation_time
0305A^143^violation_time
0601P^514^violation_time
0754P^109^violation_time
0141P^1678^violation_time
1013P^137^violation_time
1135A^1511^violation_time
1020P^212^violation_time
1030P^202^violation_time
1235A^118^violation_time
1243P^1532^violation_time
0348P^833^violation_time
0215A^194^violation_time
0253A^100^violation_time
0730A^706^violation_time
0044A^91^violation_time
0741P^94^violation_time
0001A^36^violation_time
^14^violation_time
0100A^284^violation_time
0115A^224^violation_time
0358P^785^violation_time
0650P^251^violation_time
0307P^1356^violation_time
1000P^246^violation_time
1142A^2285^violation_time
0725A^792^violation_time
0312A^132^violation_time
0615P^539^violation_time
1007P^141^violation_time
